filename,title,year,certainty
104186893.txt,Bessy Bell and Mary Gray - L.C.2877(20),1816,
104186894.txt,Tullochgorum - L.C.2877(21),1816,
104186895.txt,Bessy Bell and Mary Gray - L.C.2877(22),1816,
104186896.txt,Answer to the blue bonnet - L.C.2877(23),1816,
104186897.txt,Sae will we yet - L.C.2877(24),1816,
104186898.txt,My friend and pitcher - L.C.2877(25),1816,
104186899.txt,Swiss patriot - L.C.2877(26),1816,
104186900.txt,Traveller's return - L.C.2877(27),1816,
104186901.txt,Massacre of Glencoe - L.C.2877(28),1816,
104186902.txt,Lass o' Arranteinie - L.C.2877(29),1816,
104186903.txt,Battle of Waterloo - L.C.2877(3),1816,
104186904.txt,Arethusa - L.C.2877(30),1816,
104186905.txt,My Nannie o - L.C.2877(31),1816,
104186906.txt,Traveller's return - L.C.2877(32),1816,
104186907.txt,Bart'lemy fair - L.C.2877(33),1816,
104186908.txt,Fairfa' the lasses - L.C.2877(34),1816,
104186909.txt,Isle of St Helena - L.C.2877(35),1817,
104186910.txt,Corn rigs are bonny - L.C.2877(36),1817,
104186911.txt,MacGregor Aurara - L.C.2877(37),1817,
104186912.txt,Prophecies of Thomas the Rhymer - L.C.2877(38),1816,
104186913.txt,Exciseman - L.C.2877(4),1816,
104186914.txt,Mail coach - L.C.2877(5),1816,
104186915.txt,"Kate Kearny, with The answer - L.C.2877(6)",1816,
104186916.txt,New song in praise of Burns - L.C.2877(7),1816,
104186917.txt,Massacre of Glencoe - L.C.2877(8),1816,
104186918.txt,Scottish glory - L.C.2877(9),1816,
104186919.txt,"Old Scots tragical song, of Sir James the Rose - L.C.2878(1)",1835,
104186920.txt,"Life and death of Fair Rosamond, concubine to King Henry II - L.C.2878(2)",1835,
104186921.txt,Four excellent songs - L.C.2878(3),1835,
104186922.txt,Four popular songs - L.C.2878(4),1835,
104186923.txt,"Third and second part of the new proverbs on the pride of women, or, The vanity of this world displayed - L.C.2878(5)",1835,
104186924.txt,Complete letter writer - L.C.2878(6),1835,
104186925.txt,Cumhadh do dh' iarla Earraghaidhail - L.C.2879(1),1815,
104186926.txt,"Oran le Uilliam MacCoinnich, do ninghein Choinnich ruaidh mhic fir no Comraich - L.C.2879(2)",1815,
104186927.txt,"Ioram na truaighe, le Issachari M'Aula do Thighearna Assinn - L.C.2879(3)",1815,
104186928.txt,"Oran gaoil, Cuir a chinn dilis - L.C.2879(4)",1815,
104186929.txt,Oran do dh'Eoin breac Mac Leoid na Hearadh; le Ruaridh Mac Mhuirich - L.C.2879(5),1815,
104186930.txt,Gille dubh ciar-dhubh - L.C.2879(6),1815,
104186931.txt,History of Valentine and Orson - L.C.2880(1),1835,
104186932.txt,"York dialogue between Ned and Harry, or, Ned giving Harry an account of his courtship and marriage state - L.C.2880(10)",1802,
104186933.txt,Vermin-killer - L.C.2880(11),1801,
104186934.txt,"Last dying speech, and travels, of William Walker - L.C.2880(12)",1800,
104186935.txt,Year that's awa - L.C.2883(5),1829,
104186936.txt,Twine weel the plaiden - L.C.2883(6),1825,
104186937.txt,Queen Mary's lamentation - L.C.2883(7),1823,
104186938.txt,Disappointed lover - L.C.2883(8),1825,
104186939.txt,Young Lochinvar - L.C.2883(9),1828,
104186940.txt,Life and prophecies of Mr. Alexander Peden - L.C.2884(1),1800,
104186941.txt,Account of several remarkable earthquakes which have happened in various quarters of the world - L.C.2884(10),1800,
104186942.txt,History of John Cheap the chapman - L.C.2884(11),1799,
104186943.txt,Renowned history of the seven champions of Christendom - L.C.2884(12),1799,
104186944.txt,Comical adventures of the late Mr James Spiller - L.C.2884(13),1800,
104186945.txt,Witty and entertaining exploits of George Buchanan - L.C.2884(14),1797,
104186946.txt,History of the destruction of Troy - L.C.2884(2),1799,
104186947.txt,"Life and adventures of Sir William Wallace, General and Governor of Scotland - L.C.2884(3)",1799,
104186948.txt,"Scots piper's queries, or, John Falkirk's cariches - L.C.2884(4)",1800,
104186949.txt,Comical history of Simple John and his twelve misfortunes - L.C.2884(5),1800,
104186950.txt,"History of the Emperor Manalay, and his virtuous wife - L.C.2884(6)",1800,
104186951.txt,"Dominie depos'd, or, Some reflections on his intrigue with a young lass, and what happened thereupon - L.C.2884(7)",1800,
104186952.txt,History and comical transactions of Lothian Tom - L.C.2884(8),1800,
104186953.txt,"History of the Haverel wives, or, The folly of witless women displayed - L.C.2884(9)",1801,
104186954.txt,Ancient history of three bonnets - L.C.2885(1),1793,
104186955.txt,Pleasing art of money-catching - L.C.2885(10),1840,
104186957.txt,"Magic pill, or, Davie and Bess - L.C.2885(2)",1810,
104186958.txt,Storys of Prince Lupin - L.C.2885(3),1840,
104186959.txt,Miseries of poor simple innocent silly Tam - L.C.2885(4),1820,uncertain
104186960.txt,John Falkirk's cariches - L.C.2885(5),1850,
104186964.txt,Story teller - L.C.2885(9),1840,
104186965.txt,"Jockey & Maggy's courtship, and unlucky marriage - L.C.2886(1)",1790,
104186966.txt,"Folly of witless women displayed, or, A comical dialogue between Maggy and Janet - L.C.2886(10)",1786,
104186967.txt,"Oration on the virtues of the old women, and the pride of the young - L.C.2886(11)",1796,
104186968.txt,Wife of Beith - L.C.2886(12),1800,
104186969.txt,Coalman's courtship to the creel-wife's daughter - L.C.2886(13),1815,
104186970.txt,Comical transactions of Lothian Tom - L.C.2886(14),1822,
104186971.txt,Famous history of the whimsical Mr Spectator - L.C.2886(15),1785,
104186972.txt,History of John Cheap the chapman - L.C.2886(16),1812,
104186973.txt,History of two brothers misfortunes - L.C.2886(17),1804,
104186974.txt,Laird of Cool's ghost - L.C.2886(18),1784,
104186975.txt,Comical sayings of Pady from Cork - L.C.2886(19),1800,
104186977.txt,Ancient and modern history of Buck-haven in Fife-shire - L.C.2886(3),1786,
104186978.txt,"Wonderful exploits of wise Willie & witty Eppie, the ale wife - L.C.2886(4)",1813,
104186979.txt,Witty and entertaining exploits of George Buchanan - L.C.2886(5),1795,
104186980.txt,Henry Blyd's contract - L.C.2886(6),1810,
104186981.txt,"Scots piper's queries, or, John Falkirk's cariches - L.C.2886(7)",1804,
104186982.txt,"Scots piper's queries, or John Falkirk's carriches - L.C.2886(8)",1790,
104186983.txt,Coalman's courtship to a creelwife's daughter - L.C.2886(9),1800,
104186984.txt,Dugald MacTaggart - L.C.2887(1),1815,
104186985.txt,Highland piper's advice to drinkers - L.C.2887(10),1840,
104186986.txt,Seven favourite songs - L.C.2887(11),1820,
104186987.txt,Jolly beggar - L.C.2887(12),1823,
104186988.txt,Six popular songs - L.C.2887(13),1840,
104186989.txt,Four excellent songs - L.C.2887(14),1840,
104186990.txt,Battle of Otterbourne - L.C.2887(15),1840,
104186991.txt,Harry Bluff - L.C.2887(16),1840,
104186992.txt,"Wandering young gentlewoman, or, The cat-skins' garland - L.C.2887(17)",1840,
104186993.txt,Rosanna - L.C.2887(18),1840,
104186994.txt,Captain Wedderburn's courtship - L.C.2887(19),1840,
104186995.txt,Duke of Gordon's daughters - L.C.2887(2),1820,
104186996.txt,Hunting of Chevy-chase - L.C.2887(20),1840,
104186997.txt,Young Grigor's ghost - L.C.2887(21),1840,
104186998.txt,Haughs of Crumdel - L.C.2887(3),1820,
104186999.txt,Captain Wedderburn's courtship - L.C.2887(4),1820,
104187000.txt,Allan Tine O'Harrow - L.C.2887(5),1820,
104187001.txt,Woodman - L.C.2887(6),1820,
104187002.txt,Battle of the Boyne - L.C.2887(7),1825,
104187003.txt,Bonny lass of Banaphie - L.C.2887(8),1826,
104187004.txt,Blackamoor of the wood - L.C.2887(9),1820,
104187005.txt,Renowned history of the seven champions of Christendom - L.C.2888(1),1784,
104187006.txt,"Information of perjury depending before the Lords of the Justiciary Court, &c. - L.C.2888(10)",1777,
104187007.txt,Coalman's courtship to the creel-wife's daughter - L.C.2888(11),1840,
104187008.txt,Entertaining life & death of the amiable Lady Jane Gray - L.C.2888(12),1812,
104187009.txt,Battle of Waterloo - L.C.2888(13),1815,
104187010.txt,Sketch of the life and character of His Royal Highness the late Duke of York - L.C.2888(14),1827,
104187011.txt,"Life of the martyr, John Brown, of Priesthill, in the parish of Muirkirk, Ayrshire - L.C.2888(15)",1828,
104187012.txt,Comical history of Simple John and his twelve misfortunes - L.C.2888(16),1828,
104187013.txt,"Correct account of the life, confession, and execution of Willm. Burke - L.C.2888(17)",1829,
104187015.txt,"Biographical sketch of the life and labours of that eminent minister of the Gospel of Jesus Christ; the Rev. James Hall D. D. of the United Secession Church, Broughton-Place meeting-house, Edinburgh - L.C.2888(18)",1827,
104187016.txt,Narrative of the life of Mrs. Hamilton - L.C.2888(19),1810,
104187017.txt,Description of the four parts of the world - L.C.2888(2),1800,
104187018.txt,True and genuine account of Murdoch Currie - L.C.2888(20),1840,
104187020.txt,History of the two children in the wood - L.C.2888(3),1800,
104187021.txt,Ancient and modern history of Buck-haven in Fife-shire - L.C.2888(4),1800,
104187022.txt,Arraigning and indicting of Sir John Barleycorn - L.C.2888(5),1810,
104187023.txt,"Account of the particular soliloquies and covenant engagements, of Mrs. Janet Hamilton, the deceased lady of Alex. Gordon of Earlston - L.C.2888(6)",1801,
104187025.txt,Witty and entertaining exploits of George Buchanan - L.C.2888(8),1809,
104187026.txt,Remarkable history of the miser of Berkshire - L.C.2888(9),1810,
104187027.txt,Leper the tailor - L.C.2889(1),na ,
104187028.txt,Coalman's courtship to the creel-wife's daughter - L.C.2889(10),1813,
104187029.txt,Mary's dream - L.C.2889(11),1812,
104187030.txt,"Memorable Battle of Bannockburn, fought on the 25th of June 1314 - L.C.2889(12)",1813,
104187031.txt,Auld wife ayont the fire - L.C.2889(13),1790,
104187032.txt,Battle of Waterloo - L.C.2889(13a),1815,
104187033.txt,Duke of Gordon's daughters - L.C.2889(14),1798,
104187034.txt,Tale of three bonnets - L.C.2889(15),1807,
104187035.txt,Christ's kirk on the green - L.C.2889(16),1813,
104187036.txt,Thrummy Cap - L.C.2889(17),1813,
104187037.txt,Prophecies of Thomas Rymer - L.C.2889(18),1798,
104187038.txt,"Wonderful conferences which passed between the ghost of Mr. Maxwell of Cool, and the Rev. Mr. Ogilvy of Innerwick - L.C.2889(19)",1808,
104187039.txt,Collection of Scots proverbs - L.C.2889(2),1813,
104187040.txt,Conquest of France - L.C.2889(20),1805,
104187041.txt,Famous history of the learned Friar Bacon - L.C.2889(21),1807,
104187042.txt,Three crump twin-brothers of Damascus - L.C.2889(22),1805,
104187043.txt,Astonishing and delightful history of Jack and the giants - L.C.2889(23),1813,
104187044.txt,History of Valentine and Orson - L.C.2889(24),1804,
104187045.txt,History of the King and the cobler - L.C.2889(25),1813,
104187046.txt,Renowned history of the seven champions of Christendom - L.C.2889(26),1804,
104187048.txt,Royal riddle book for the trial of dull wits - L.C.2889(28),1813,
104187049.txt,Comical history of Simple John and his twelve misfortunes - L.C.2889(29),1819,
104187050.txt,Merry life and mad exploits of Captain James Hynd - L.C.2889(3),1806,
104187052.txt,Merry tales of the wise men of Gotham - L.C.2889(31),1804,
104187053.txt,Singular adventures of a knight - L.C.2889(32),s.d],
104187054.txt,History of the blind beggar of Bethnal-Green - L.C.2889(4),1800,
104187055.txt,Most excellent and delightful history of Fortunatus - L.C.2889(5),1825,
104187056.txt,"Comical adventures of the late Mr James Spiller comedian at Epsom, in England - L.C.2889(6)",1805,
104187058.txt,Pleasures of matrimony - L.C.2889(8),1813,
104187059.txt,Mother Bunch's closet newly broke open - L.C.2889(9),1817,
104187060.txt,Royal princess - L.C.2890(1),1790,uncertain
104187061.txt,Morpeth wedding garland - L.C.2890(10),1790,
104187062.txt,Teh [sic] prisoner's welcome - L.C.2890(11),1790,
104187064.txt,Five excellent new songs - L.C.2890(13),1790,
104187065.txt,Fond mother's garland - L.C.2890(14),1790,
104187066.txt,New way of Johnny's grey-breeks - L.C.2890(15),1790,
104187067.txt,Valiant damsel - L.C.2890(16),1790,
104187068.txt,Distracted maids garland containing five now [sic] songs - L.C.2890(17),1790,uncertain
104187069.txt,Five excellent new songs - L.C.2890(18),1790,
104187070.txt,Oxfoordshire [sic] tragedy or The wandering shepherdess - L.C.2890(19),1790,uncertain
104187071.txt,Sons of the Tyne's garland - L.C.2890(2),1770,uncertain
104187072.txt,"Soldier's wife, or, The fruits of a victory - L.C.2890(20)",1790,
104187073.txt,Echoing horn - L.C.2890(21),1790,uncertain
104187074.txt,"Fortunate lover, or, The old man outwitted - L.C.2890(22)",1790,
104187075.txt,Rambling maid and the tinker man - L.C.2890(23),1790,
104187076.txt,Four songs - L.C.2890(24),1810,
104187077.txt,Three excellent new songs - L.C.2890(25),1805,
104187078.txt,Three excellent new songs - L.C.2890(26),1790,
104187079.txt,"Tragical ballad of the miller of Whittingham mill, or, A warning to all young men and maidens - L.C.2890(27)",1810,
104187080.txt,Lord Thomas and fair Annet - L.C.2890(28),1790,uncertain
104187081.txt,Mountains high - L.C.2890(29),1800,
104187082.txt,Logie o' Buchan - L.C.2890(3),1790,
104187083.txt,Two excellent new songs - L.C.2890(30),1794,
104187084.txt,Nimble and quick - L.C.2890(31),1800,
104187085.txt,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2890(32)",1800,
104187086.txt,Earnest persuasive to the serious observance of the Lord's day - L.C.2890(33),1800,
104187087.txt,"Luckidad's garland, or, When my old hat was new - L.C.2890(4)",1790,uncertain
104187089.txt,Battle of Sherriff-Muir [sic] - L.C.2890(6),1790,
104187090.txt,Jolly chaise driver - L.C.2890(7),1790,
104187091.txt,Six excellent songs - L.C.2890(8),1790,
104187092.txt,Two excellent new songs - L.C.2890(9),1790,
104187093.txt,Captain O'Blunder's observations on the bloody war in America - L.C.2891(1),1778,
104187094.txt,True and genuine account of Murdoch Currie - L.C.2891(10),1840,
104187095.txt,"History of the devil, ancient and modern - L.C.2891(11)",1794,
104187096.txt,Margaret and the minister; a true tale - L.C.2892(30),1825,
104187097.txt,Humours of Glasgow fair - L.C.2892(31),1840,
104187098.txt,Five Scotch songs - L.C.2892(32),1840,
104187099.txt,Six popular songs - L.C.2892(33),1840,
104187100.txt,Life and death of fair Rosamond - L.C.2892(34),1840,
104187101.txt,Jovial sons of Jove - L.C.2892(35),1840,
104187102.txt,Seven of the most popular songs - L.C.2892(36),1840,
104187103.txt,Four excellent songs - L.C.2892(37),1840,
104187104.txt,Jolly beggar - L.C.2892(38),1840,
104187105.txt,Six love songs - L.C.2892(39),1840,
104187106.txt,"Old Scotch ballad of Andrew Lammie, or, Mill of Tifty's Annie - L.C.2892(4)",1840,
104187107.txt,Five popular songs - L.C.2892(40),1840,
104187108.txt,Six favourite songs - L.C.2892(41),1840,
104187109.txt,Five favourite songs - L.C.2892(42),1840,
104187110.txt,"Wandering young gentlewoman, or, The cat-skins' garland - L.C.2892(43)",1840,
104187111.txt,Sir James the Rose - L.C.2892(44),1840,
104187112.txt,Two favourite ballads - L.C.2892(45),1840,
104187113.txt,Haughs of Crumdel - L.C.2892(46),1840,
104187114.txt,Duke of Gordon's three daughters - L.C.2892(47),1840,
104187115.txt,Factor's garland - L.C.2892(48),1840,uncertain
104187116.txt,"Magic pill, or, Davie and Bess - L.C.2892(49)",1831,
104187117.txt,Knight of Elle - L.C.2892(5),1840,
104187118.txt,Blaeberry courtship - L.C.2892(50),1840,
104187119.txt,"Jemmy and Nancy of Yarmouth, or The constant lovers - L.C.2892(51)",1840,
104187120.txt,Bonny Barbara Allan - L.C.2892(52),1823,
104187121.txt,Four favourite comic songs - L.C.2892(53),1840,
104187122.txt,Three excellent songs - L.C.2892(54),1840,
104187123.txt,Tullochgorum - L.C.2892(55),1823,
104187124.txt,King's muster - L.C.2892(56),1823,
104187125.txt,Monk and the miller's wife - L.C.2892(57),1820,uncertain
104187126.txt,Battle of Prestonpans - L.C.2892(58),1825,
104187127.txt,Village sexton - L.C.2892(59),1823,
104187128.txt,Seven popular songs - L.C.2892(6),1840,
104187129.txt,Hallow fair - L.C.2892(60),1826,
104187130.txt,Ewe-boughts Marion - L.C.2892(61),1813,
104187131.txt,Tullochgorum - L.C.2892(62),1823,
104187132.txt,"New song called, Bonaparte's comin', or, Rouse brother Britons - L.C.2892(63)",1810,
104187133.txt,"Aloway Kirk, or, Tam O' Shanter - L.C.2892(64)",1822,
104187134.txt,"Watty & Meg, or, The wife reformed - L.C.2892(65)",1840,
104187135.txt,Humourous adventures of Jump Jim Crow - L.C.2892(7),1840,
104187136.txt,Seven popular songs - L.C.2892(8),1840,
104187137.txt,Drunken exciseman - L.C.2892(9),1840,
104187138.txt,Interesting history of Robert Burns - L.C.2893(1),1840,
